county,year,Total farm production expenditures,Average per farm,Fertilizer lime and soil conditioners purchased,Chemicals purchased,Seeds plants vines and trees purchased,Livestock and poultry purchased or leased,Breeding livestock purchased or leased,Other livestock and poultry purchased or leased,Feed purchased,Gasoline fuels and oils purchased,Utilities,Repairs supplies and maintenance cost,Hired farm labor,Contract labor,Customwork and custom hauling,Cash rent for land buildings and grazing fees,Rent and lease expenses for machinery equipment and farm share of vehicles,Interest expense,Property taxes paid,All other production expenses,Depreciation expenses claimed
Ware,2007,17275.0,61698.0,221.0,162.0,154.0,37.0,56.0,,123.0,1134.0,442.0,1274.0,1636.0,222.0,132.0,26.0,49.0,564.0,598.0,2038.0,912.0
Warren W,2002,4700.0,29010.0,629.0,94.0,143.0,123.0,50.0,,1402.0,159.0,102.0,563.0,486.0,154.0,38.0,239.0,13.0,201.0,521.0,173.0,517.0
Warren W,2007,5524.0,29382.0,108.0,45.0,71.0,35.0,53.0,,115.0,500.0,131.0,685.0,642.0,22.0,46.0,26.0,23.0,180.0,377.0,287.0,430.0
Wayne,2002,14979.0,43799.0,1639.0,924.0,874.0,2927.0,175.0,,5538.0,580.0,527.0,1410.0,1081.0,451.0,103.0,335.0,17.0,841.0,656.0,1002.0,1290.0
Wayne,2007,22036.0,70401.0,273.0,237.0,143.0,110.0,127.0,,142.0,1602.0,422.0,1668.0,1688.0,831.0,312.0,23.0,53.0,1744.0,749.0,728.0,1269.0
Webster,2002,9318.0,94117.0,1016.0,904.0,401.0,,20.0,,668.0,564.0,233.0,1162.0,,,,287.0,,812.0,419.0,712.0,654.0
Webster,2007,9852.0,86419.0,64.0,51.0,60.0,19.0,48.0,,42.0,891.0,195.0,734.0,1145.0,71.0,67.0,22.0,67.0,612.0,465.0,520.0,571.0
Wheeler,2002,7199.0,45855.0,1041.0,408.0,349.0,119.0,23.0,,151.0,445.0,367.0,831.0,753.0,,55.0,659.0,,434.0,289.0,631.0,674.0
Wheeler,2007,5605.0,39192.0,90.0,56.0,66.0,20.0,104.0,,60.0,484.0,231.0,594.0,297.0,157.0,20.0,20.0,230.0,357.0,469.0,190.0,1181.0
White,2002,49983.0,133644.0,383.0,396.0,90.0,14545.0,242.0,,29878.0,1110.0,1306.0,2528.0,2618.0,172.0,36.0,314.0,45.0,3080.0,795.0,3863.0,2140.0
White,2007,60389.0,207522.0,209.0,202.0,79.0,185.0,311.0,,339.0,1943.0,1293.0,1903.0,1775.0,367.0,132.0,47.0,195.0,1581.0,752.0,4841.0,2028.0
Whitfield,2002,34802.0,83259.0,451.0,877.0,107.0,38051.0,150.0,,33799.0,802.0,683.0,1253.0,864.0,79.0,,175.0,,389.0,553.0,624.0,2299.0
Whitfield,2007,95609.0,199186.0,129.0,94.0,72.0,121.0,398.0,,350.0,3178.0,2449.0,3421.0,2589.0,181.0,39.0,76.0,62.0,2547.0,1697.0,5986.0,3642.0
Wilcox,2002,33146.0,105560.0,4808.0,4381.0,3076.0,3283.0,60.0,,16347.0,1369.0,601.0,2684.0,1806.0,185.0,357.0,2433.0,375.0,1393.0,772.0,1360.0,2046.0
Wilcox,2007,54312.0,155621.0,183.0,149.0,146.0,67.0,104.0,,159.0,3646.0,1107.0,3621.0,2739.0,866.0,298.0,60.0,133.0,2420.0,917.0,4238.0,3062.0
Wilkes,2002,16972.0,48771.0,979.0,102.0,369.0,3207.0,243.0,,14229.0,418.0,450.0,945.0,1814.0,141.0,97.0,206.0,109.0,786.0,1094.0,843.0,1513.0
Wilkes,2007,28278.0,79432.0,183.0,115.0,141.0,80.0,302.0,,289.0,1039.0,531.0,1320.0,1450.0,123.0,154.0,29.0,40.0,1386.0,1046.0,2096.0,2886.0
Wilkinson,2002,2161.0,16753.0,336.0,83.0,47.0,346.0,72.0,,1464.0,104.0,43.0,593.0,105.0,86.0,28.0,95.0,8.0,213.0,213.0,67.0,169.0
Wilkinson,2007,3883.0,24573.0,81.0,37.0,46.0,22.0,30.0,,83.0,248.0,46.0,365.0,76.0,24.0,2.0,14.0,2.0,213.0,284.0,250.0,334.0
Worth,2002,42806.0,87359.0,9149.0,9841.0,4772.0,1283.0,107.0,,4220.0,2811.0,921.0,4362.0,4042.0,773.0,925.0,5763.0,538.0,3520.0,1548.0,2291.0,5616.0
Worth,2007,63727.0,128483.0,313.0,259.0,247.0,107.0,383.0,,209.0,5306.0,1113.0,4970.0,6250.0,400.0,1259.0,121.0,800.0,3334.0,1735.0,3533.0,6321.0
ashington,2002,13399.0,32601.0,2325.0,702.0,590.0,230.0,248.0,,909.0,538.0,254.0,1469.0,1483.0,559.0,309.0,333.0,203.0,1441.0,743.0,833.0,2091.0
ashington,2007,11701.0,27532.0,199.0,140.0,126.0,123.0,129.0,,258.0,1138.0,243.0,1362.0,576.0,147.0,408.0,90.0,44.0,1002.0,941.0,751.0,1517.0
cIntosh,2002,,,33.0,,,,,,58.0,29.0,30.0,169.0,,,,,,,55.0,,74.0
cIntosh,2007,,,22.0,911.0,919.0,411.0,,,33.0,80.0,36.0,113.0,,2.0,-1.0,132.0,,55.0,71.0,34.0,80.0
eriwether,2002,9184.0,26853.0,1317.0,243.0,727.0,582.0,,,1580.0,501.0,189.0,990.0,1426.0,25.0,32.0,430.0,110.0,1154.0,862.0,765.0,1063.0
eriwether,2007,13012.0,29776.0,191.0,137.0,78.0,57.0,120.0,,249.0,934.0,323.0,1382.0,1945.0,183.0,139.0,50.0,40.0,1226.0,1051.0,910.0,1941.0
o-,2002,,,3.0,1.0,,,,,,22.0,32.0,27.0,4.0,,,,,,20.0,,
o-,2007,,,12.0,10.0,6.0,1.0,,,13.0,55.0,32.0,47.0,12.0,,,11.0,,,30.0,17.0,41.0
ontgomery,2002,7839.0,30741.0,1359.0,704.0,581.0,92.0,,,1151.0,389.0,190.0,656.0,977.0,37.0,172.0,381.0,4.0,590.0,505.0,308.0,463.0
ontgomery,2007,8773.0,38478.0,128.0,84.0,85.0,39.0,350.0,,129.0,678.0,211.0,775.0,771.0,136.0,95.0,24.0,111.0,764.0,692.0,271.0,743.0
